Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Scored Label Mean,Scored Label Standard Deviation
No,Basic,College,Employed,M,36259,Suburban,Married,63,14,60,0,2,Corporate Auto,Corporate L3,Offer4,Branch,302,Four-Door Car,Medsize,72.70833333,12.88133609
No,Basic,Master,Employed,F,99652,Urban,Married,106,21,80,2,4,Personal Auto,Personal L3,Offer1,Branch,407,SUV,Large,68.75,3.307189151
No,Basic,College,Employed,F,28204,Suburban,Married,73,6,12,0,1,Personal Auto,Personal L3,Offer2,Branch,487,Four-Door Car,Medsize,20,0.000285044
Yes,Extended,Bachelor,Employed,F,46503,Suburban,Divorced,215,4,21,1,1,Personal Auto,Personal L3,Offer1,Agent,1032,Luxury SUV,Medsize,67.5,6.180165411
Yes,Extended,College,Employed,F,35482,Suburban,Married,129,21,59,0,3,Personal Auto,Personal L2,Offer1,Branch,619,SUV,Medsize,80,0.000264182
No,Extended,College,Employed,M,26285,Suburban,Married,84,7,1,0,1,Corporate Auto,Corporate L2,Offer3,Call Center,403,Four-Door Car,Medsize,20,0.000285044
No,Basic,Bachelor,Employed,M,32365,Urban,Married,67,28,78,0,3,Personal Auto,Personal L3,Offer1,Agent,193,Four-Door Car,Medsize,45,5.000000008
Yes,Extended,College,Employed,M,66429,Rural,Married,136,35,93,0,1,Personal Auto,Personal L3,Offer2,Agent,58,Sports Car,Medsize,50,0.000252075
No,Extended,College,Employed,M,36918,Suburban,Divorced,76,28,77,3,3,Personal Auto,Personal L1,Offer1,Branch,365,Two-Door Car,Medsize,48.75,3.703414351
No,Basic,High School or Below,Employed,F,91763,Urban,Married,113,22,64,0,3,Special Auto,Special L3,Offer1,Call Center,442,SUV,Small,69.58333333,2.319901837
No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,237,1,29,0,5,Personal Auto,Personal L1,Offer3,Agent,1706,Luxury Car,Medsize,85.83333333,5.068968782
No,Basic,Bachelor,Employed,F,26225,Urban,Married,72,18,25,1,7,Special Auto,Special L2,Offer2,Web,321,Four-Door Car,Medsize,50,0.000258199
No,Basic,College,Employed,M,62977,Suburban,Single,115,34,40,0,1,Corporate Auto,Corporate L3,Offer3,Agent,552,SUV,Small,29.16666667,4.166666677
No,Extended,College,Employed,M,66446,Urban,Divorced,136,8,77,0,3,Corporate Auto,Corporate L1,Offer2,Branch,639,SUV,Large,80,0.000270031
No,Basic,High School or Below,Employed,F,39034,Suburban,Married,68,10,55,0,2,Personal Auto,Personal L1,Offer1,Agent,466,Four-Door Car,Small,80,9.68245837
No,Premium,High School or Below,Employed,M,77563,Urban,Married,143,35,58,0,1,Personal Auto,Personal L1,Offer4,Call Center,546,Sports Car,Medsize,48.125,5.555121518
No,Basic,High School or Below,Employed,F,99759,Rural,Married,65,12,25,3,2,Personal Auto,Personal L2,Offer2,Agent,74,Two-Door Car,Medsize,78.95833333,10.86333986
No,Extended,College,Employed,F,44605,Suburban,Married,91,3,45,0,7,Personal Auto,Personal L3,Offer1,Branch,437,Four-Door Car,Medsize,60,0.000258199
No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,64,0,72,0,2,Corporate Auto,Corporate L1,Offer1,Call Center,585,Four-Door Car,Small,72.08333333,16.36709945
No,Basic,College,Employed,M,42124,Suburban,Married,101,3,78,0,6,Personal Auto,Personal L2,Offer4,Branch,485,SUV,Medsize,67.5,5.000000008
Yes,Basic,College,Employed,M,46900,Suburban,Married,66,13,59,0,1,Corporate Auto,Corporate L2,Offer2,Web,317,Four-Door Car,Medsize,10,0.000281366
No,Basic,College,Employed,M,37530,Suburban,Married,117,26,58,0,1,Personal Auto,Personal L3,Offer1,Call Center,562,SUV,Small,30,0.000228218
No,Basic,College,Unemployed,F,0,Suburban,Single,71,22,57,0,9,Personal Auto,Personal L2,Offer3,Agent,512,Four-Door Car,Medsize,40.41666667,2.319901833
No,Basic,Bachelor,Employed,F,42585,Urban,Married,69,16,44,0,1,Personal Auto,Personal L1,Offer1,Agent,288,Two-Door Car,Medsize,20,0.000273861
No,Basic,College,Employed,M,51906,Suburban,Married,73,29,78,0,1,Corporate Auto,Corporate L2,Offer2,Branch,375,Four-Door Car,Medsize,20,0.000258199
No,Extended,High School or Below,Disabled,M,16450,Suburban,Married,128,6,81,0,1,Corporate Auto,Corporate L3,Offer1,Branch,871,SUV,Medsize,36.45833333,5.233273627
Yes,Extended,High School or Below,Employed,M,96306,Rural,Divorced,95,12,17,1,6,Corporate Auto,Corporate L1,Offer1,Agent,185,Four-Door Car,Medsize,60,0.000266146
No,Basic,College,Employed,M,76763,Rural,Divorced,108,12,87,0,8,Personal Auto,Personal L3,Offer2,Web,186,SUV,Small,70,0.000270031
No,Basic,Bachelor,Employed,F,32397,Rural,Married,190,14,95,0,1,Corporate Auto,Corporate L1,Offer1,Agent,335,Luxury SUV,Small,60,3.333333343
No,Extended,College,Unemployed,F,0,Suburban,Single,80,3,99,1,1,Personal Auto,Personal L3,Offer1,Branch,963,Two-Door Car,Medsize,13.33333333,4.859126586
No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,67,20,38,0,8,Personal Auto,Personal L3,Offer4,Branch,482,Four-Door Car,Medsize,34.79166667,5.428672598
No,Premium,High School or Below,Unemployed,M,0,Suburban,Single,114,33,55,0,2,Corporate Auto,Corporate L3,Offer1,Branch,821,Four-Door Car,Large,79.16666667,4.166666676
No,Basic,Doctor,Employed,M,29084,Suburban,Divorced,71,14,59,1,3,Corporate Auto,Corporate L2,Offer1,Web,492,Four-Door Car,Small,47.91666667,4.228704827
Yes,Basic,Bachelor,Retired,M,22828,Suburban,Married,106,11,54,0,2,Personal Auto,Personal L2,Offer1,Agent,509,SUV,Medsize,88.75,4.145780998
No,Basic,College,Employed,F,41662,Urban,Divorced,69,27,73,0,6,Corporate Auto,Corporate L3,Offer1,Agent,218,Four-Door Car,Medsize,50,0.000228218
Yes,Basic,High School or Below,Medical Leave,F,28513,Suburban,Married,100,4,22,1,2,Personal Auto,Personal L1,Offer2,Call Center,480,SUV,Medsize,89.375,2.997394717
No,Premium,College,Unemployed,F,0,Suburban,Single,117,0,42,0,1,Corporate Auto,Corporate L3,Offer2,Branch,610,Four-Door Car,Medsize,28.75,3.307189151
No,Basic,Bachelor,Employed,F,70811,Rural,Married,100,14,8,0,7,Personal Auto,Personal L3,Offer3,Agent,142,Sports Car,Medsize,64.375,5.266343616
Yes,Basic,Bachelor,Employed,M,44428,Suburban,Single,104,17,61,0,2,Special Auto,Special L1,Offer1,Call Center,499,SUV,Medsize,82.5,4.330127027
No,Basic,Bachelor,Employed,M,25805,Suburban,Divorced,66,25,0,2,2,Personal Auto,Personal L2,Offer2,Call Center,376,Four-Door Car,Medsize,72.91666667,14.03740044
No,Basic,Bachelor,Employed,F,73903,Suburban,Married,73,30,39,0,2,Corporate Auto,Corporate L3,Offer2,Web,439,Four-Door Car,Small,80.83333333,10.73674894
Yes,Basic,Bachelor,Employed,M,26790,Suburban,Married,71,4,41,0,1,Personal Auto,Personal L1,Offer2,Agent,341,Two-Door Car,Medsize,20,0.000228218
No,Basic,Bachelor,Employed,M,55281,Suburban,Married,192,22,68,1,1,Personal Auto,Personal L3,Offer1,Agent,922,Luxury SUV,Medsize,60,0.000270031
No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,74,22,3,0,1,Personal Auto,Personal L2,Offer1,Branch,355,Four-Door Car,Small,12.91666667,5.319643896
No,Basic,Bachelor,Employed,M,25949,Suburban,Married,104,0,28,0,3,Personal Auto,Personal L2,Offer2,Branch,499,SUV,Small,68.75,4.145780998
No,Extended,Bachelor,Employed,F,34854,Suburban,Married,95,35,50,0,2,Corporate Auto,Corporate L2,Offer2,Call Center,456,Four-Door Car,Medsize,86.25,4.841229191
No,Basic,Bachelor,Medical Leave,M,18505,Suburban,Married,66,15,51,4,3,Personal Auto,Personal L3,Offer1,Web,317,Four-Door Car,Medsize,33.75,4.84122919
No,Extended,College,Employed,F,26884,Urban,Married,89,11,84,0,1,Special Auto,Special L2,Offer4,Call Center,238,Four-Door Car,Medsize,20,0.000210159
No,Extended,High School or Below,Medical Leave,M,26376,Suburban,Divorced,121,7,19,0,2,Personal Auto,Personal L3,Offer1,Agent,581,SUV,Small,82.91666667,4.695594868
Yes,Basic,High School or Below,Employed,F,58577,Urban,Married,110,6,62,0,1,Personal Auto,Personal L1,Offer1,Agent,304,SUV,Medsize,30,0.000207916
No,Basic,College,Employed,M,67197,Rural,Single,111,2,9,0,2,Special Auto,Special L2,Offer1,Agent,148,SUV,Large,84.375,5.266343617
No,Extended,College,Employed,F,33554,Suburban,Married,131,25,36,0,1,Special Auto,Special L2,Offer1,Agent,935,SUV,Medsize,41.35416667,3.725323912
No,Extended,College,Employed,F,38873,Suburban,Married,92,6,33,0,2,Personal Auto,Personal L2,Offer2,Branch,600,Two-Door Car,Medsize,81.66666667,6.23609565
No,Basic,High School or Below,Employed,M,62477,Rural,Divorced,183,7,75,0,2,Personal Auto,Personal L1,Offer2,Agent,40,Luxury SUV,Medsize,88.75,3.30718915
No,Basic,Master,Employed,F,63885,Rural,Single,114,0,17,0,8,Personal Auto,Personal L3,Offer2,Agent,86,SUV,Medsize,70,0.000270031
Yes,Basic,Master,Disabled,M,26057,Suburban,Divorced,74,3,63,0,2,Personal Auto,Personal L1,Offer1,Call Center,524,Four-Door Car,Small,69.58333333,2.319901834
No,Extended,College,Disabled,F,27982,Rural,Divorced,87,15,74,0,1,Personal Auto,Personal L3,Offer4,Call Center,15,Two-Door Car,Medsize,19.375,2.997394716
No,Basic,Bachelor,Medical Leave,M,29120,Suburban,Married,72,31,77,0,3,Corporate Auto,Corporate L3,Offer1,Agent,346,Two-Door Car,Medsize,43.95833333,5.331868294
No,Extended,College,Unemployed,M,0,Suburban,Single,77,2,71,0,9,Personal Auto,Personal L3,Offer3,Branch,554,Four-Door Car,Small,43.125,5.233273627
No,Basic,Doctor,Unemployed,F,0,Rural,Married,67,9,37,0,1,Corporate Auto,Corporate L3,Offer4,Agent,146,Four-Door Car,Large,11.875,4.284784133
No,Basic,High School or Below,Employed,F,98680,Suburban,Single,72,27,38,2,1,Personal Auto,Personal L3,Offer2,Call Center,346,Four-Door Car,Medsize,20,0.000238048
No,Basic,High School or Below,Employed,F,80550,Urban,Married,68,16,67,3,7,Personal Auto,Personal L3,Offer1,Branch,266,Four-Door Car,Medsize,45.625,5.266343615
Yes,Extended,Bachelor,Employed,F,54507,Suburban,Married,138,20,11,0,1,Personal Auto,Personal L3,Offer2,Agent,703,SUV,Medsize,50,0.000232738
Yes,Basic,Master,Employed,F,36650,Rural,Married,69,2,70,1,1,Personal Auto,Personal L2,Offer2,Web,57,Four-Door Car,Large,20,0.000279508
No,Basic,High School or Below,Disabled,M,10375,Suburban,Married,66,10,95,0,2,Personal Auto,Personal L3,Offer1,Branch,317,Two-Door Car,Medsize,66.875,14.37198036
No,Basic,High School or Below,Employed,F,30064,Urban,Married,65,20,23,0,1,Personal Auto,Personal L3,Offer1,Agent,297,Two-Door Car,Large,10,0.000295804
Yes,Extended,College,Retired,F,12902,Suburban,Divorced,139,3,51,0,1,Personal Auto,Personal L3,Offer1,Agent,667,Sports Car,Medsize,40.41666667,2.319901827
No,Basic,College,Unemployed,M,0,Suburban,Single,117,11,29,0,1,Personal Auto,Personal L3,Offer1,Branch,842,Sports Car,Medsize,28.125,4.284784133
No,Basic,High School or Below,Employed,F,74057,Suburban,Single,109,27,24,0,1,Personal Auto,Personal L2,Offer2,Branch,523,SUV,Medsize,30,0.000262202
No,Extended,College,Employed,M,53058,Rural,Married,91,16,44,4,3,Personal Auto,Personal L2,Offer1,Agent,209,Four-Door Car,Medsize,58.75,3.307189151
No,Extended,Bachelor,Employed,M,26432,Suburban,Single,88,19,89,3,2,Personal Auto,Personal L3,Offer1,Branch,422,Four-Door Car,Medsize,74.375,7.26184378
No,Basic,College,Employed,F,35133,Suburban,Married,102,2,31,0,2,Personal Auto,Personal L3,Offer1,Agent,693,SUV,Medsize,85.83333333,5.65194166
No,Extended,Bachelor,Employed,F,23772,Rural,Married,83,19,25,0,4,Personal Auto,Personal L3,Offer2,Agent,101,Four-Door Car,Medsize,52.91666667,4.84122919
No,Premium,College,Unemployed,M,0,Suburban,Single,102,29,72,2,2,Personal Auto,Personal L3,Offer1,Branch,734,Four-Door Car,Medsize,80,0.000281366
No,Basic,College,Employed,M,48029,Suburban,Divorced,116,9,79,0,7,Personal Auto,Personal L2,Offer2,Agent,557,SUV,Medsize,70,0.000264182
No,Extended,Bachelor,Employed,F,52721,Urban,Married,136,34,29,0,1,Personal Auto,Personal L3,Offer1,Branch,550,SUV,Medsize,46.66666667,4.859126586
Yes,Basic,Bachelor,Employed,M,76358,Rural,Married,66,25,3,0,2,Personal Auto,Personal L1,Offer3,Agent,86,Four-Door Car,Medsize,90,0.000228217
No,Extended,College,Employed,M,22022,Suburban,Single,136,35,1,0,2,Personal Auto,Personal L2,Offer2,Branch,979,SUV,Large,90,0.000281365
No,Premium,High School or Below,Unemployed,M,0,Suburban,Single,143,13,28,0,1,Personal Auto,Personal L3,Offer1,Agent,1030,SUV,Medsize,43.95833333,5.331868295
No,Basic,Doctor,Employed,F,87455,Urban,Divorced,71,10,46,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,329,Four-Door Car,Medsize,20,0.000270031
No,Premium,Bachelor,Unemployed,M,0,Suburban,Single,112,25,69,0,2,Personal Auto,Personal L2,Offer3,Agent,806,Two-Door Car,Small,82.08333333,4.228704828
No,Basic,College,Unemployed,F,0,Suburban,Single,74,4,12,4,2,Personal Auto,Personal L1,Offer1,Agent,581,Four-Door Car,Large,61.25,3.307189149
No,Extended,Master,Medical Leave,F,27229,Suburban,Single,99,20,9,0,2,Personal Auto,Personal L2,Offer3,Agent,475,Four-Door Car,Small,84.16666667,5.65194166
No,Basic,College,Employed,M,69451,Urban,Married,72,3,93,0,5,Corporate Auto,Corporate L2,Offer2,Web,230,Four-Door Car,Medsize,50,0.000254133
No,Extended,Bachelor,Employed,M,47622,Urban,Married,80,15,13,0,7,Personal Auto,Personal L3,Offer1,Call Center,306,Four-Door Car,Medsize,50,0.000266146
Yes,Extended,High School or Below,Employed,F,57693,Suburban,Divorced,76,16,56,0,3,Personal Auto,Personal L2,Offer2,Agent,547,Four-Door Car,Medsize,50,0.000273861
No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,74,13,42,1,1,Personal Auto,Personal L2,Offer4,Branch,533,Four-Door Car,Medsize,10.41666667,2.319901832
No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,119,3,54,0,3,Personal Auto,Personal L3,Offer2,Branch,857,SUV,Medsize,69.16666667,3.004626074
No,Basic,College,Employed,M,58652,Suburban,Married,64,14,75,5,1,Personal Auto,Personal L2,Offer2,Agent,307,Four-Door Car,Small,10,0.000262202
No,Basic,Master,Employed,F,36212,Rural,Married,73,25,57,0,2,Personal Auto,Personal L2,Offer1,Agent,119,Two-Door Car,Medsize,74.79166667,14.25067006
Yes,Basic,High School or Below,Disabled,F,11904,Suburban,Single,61,34,11,2,3,Personal Auto,Personal L2,Offer1,Web,293,Two-Door Car,Small,30,0.000275756
No,Extended,Bachelor,Employed,F,58713,Suburban,Married,98,8,4,0,1,Special Auto,Special L1,Offer1,Agent,470,Four-Door Car,Small,28.75,3.307189148
No,Basic,Bachelor,Employed,M,90156,Urban,Married,114,16,6,0,1,Personal Auto,Personal L1,Offer2,Call Center,388,SUV,Small,30,0.000285044
No,Basic,Bachelor,Employed,F,56901,Suburban,Married,104,29,82,0,1,Personal Auto,Personal L2,Offer1,Agent,499,SUV,Small,30,0.000302765
No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,109,2,86,0,1,Personal Auto,Personal L2,Offer1,Call Center,785,SUV,Large,29.58333333,2.319901833
No,Basic,College,Employed,F,24186,Suburban,Single,64,8,11,0,1,Personal Auto,Personal L2,Offer2,Agent,307,Four-Door Car,Medsize,10,0.000264181
No,Premium,Master,Employed,F,38884,Urban,Married,102,4,87,0,1,Personal Auto,Personal L3,Offer4,Branch,424,Two-Door Car,Medsize,30,0.000270031
No,Basic,Bachelor,Employed,F,58580,Suburban,Married,61,5,53,0,3,Personal Auto,Personal L3,Offer1,Agent,293,Four-Door Car,Medsize,40,0.000273861
No,Extended,Bachelor,Employed,F,37273,Suburban,Divorced,88,10,87,0,1,Personal Auto,Personal L3,Offer1,Branch,422,Two-Door Car,Large,21.25,3.30718915
No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,71,4,64,4,2,Personal Auto,Personal L3,Offer2,Call Center,840,Four-Door Car,Small,66.14583333,16.19615813
No,Extended,Doctor,Unemployed,F,0,Suburban,Divorced,134,13,56,0,1,Personal Auto,Personal L2,Offer3,Web,643,SUV,Medsize,35.41666667,5.120085726
No,Premium,High School or Below,Unemployed,F,0,Suburban,Married,112,15,29,3,7,Personal Auto,Personal L3,Offer1,Call Center,748,Four-Door Car,Medsize,67.5,4.639803643
No,Extended,Bachelor,Employed,M,57517,Suburban,Single,96,14,61,0,8,Corporate Auto,Corporate L3,Offer2,Web,461,Four-Door Car,Medsize,60,0.000262995
Yes,Basic,College,Employed,M,58089,Suburban,Married,118,31,83,0,1,Corporate Auto,Corporate L1,Offer1,Agent,566,SUV,Medsize,30,0.000247908
No,Extended,College,Employed,F,74665,Urban,Married,78,10,90,2,1,Corporate Auto,Corporate L2,Offer2,Call Center,237,Four-Door Car,Medsize,20,0.000285044
Yes,Extended,College,Employed,F,41479,Rural,Married,94,14,38,1,1,Personal Auto,Personal L1,Offer2,Call Center,20,Two-Door Car,Large,30,0.000262202
No,Extended,High School or Below,Unemployed,M,0,Suburban,Married,87,15,46,0,6,Personal Auto,Personal L2,Offer2,Web,418,Four-Door Car,Medsize,50,0.000270031
No,Basic,Bachelor,Employed,F,85300,Urban,Divorced,73,8,39,2,1,Corporate Auto,Corporate L3,Offer2,Call Center,320,Four-Door Car,Large,20,0.000273861
No,Basic,High School or Below,Employed,F,63471,Suburban,Married,67,0,71,0,1,Personal Auto,Personal L1,Offer2,Agent,388,Two-Door Car,Large,13.125,4.960783715
No,Basic,High School or Below,Retired,M,20862,Suburban,Divorced,68,1,69,0,9,Personal Auto,Personal L3,Offer1,Agent,326,Four-Door Car,Small,38.75,3.307189147
No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,72,18,41,0,1,Corporate Auto,Corporate L1,Offer1,Web,366,Four-Door Car,Medsize,10,0.000285044
No,Basic,High School or Below,Employed,F,26004,Suburban,Married,70,12,3,0,1,Personal Auto,Personal L3,Offer3,Web,336,Four-Door Car,Medsize,19.58333333,2.31990183
No,Basic,College,Employed,M,74755,Suburban,Divorced,195,10,10,0,1,Personal Auto,Personal L3,Offer1,Web,1404,Luxury Car,Medsize,60,0.000279509
No,Basic,High School or Below,Employed,F,59107,Urban,Married,107,29,57,0,7,Personal Auto,Personal L2,Offer2,Branch,481,SUV,Medsize,70,0.000245798
Yes,Basic,College,Employed,M,64801,Urban,Married,64,23,19,0,2,Personal Auto,Personal L3,Offer2,Web,268,Four-Door Car,Medsize,62.5,6.614378283
No,Extended,College,Unemployed,F,0,Suburban,Single,80,25,80,0,2,Personal Auto,Personal L3,Offer1,Agent,384,Four-Door Car,Medsize,79.0625,8.285670994
Yes,Extended,Bachelor,Retired,M,27681,Suburban,Married,83,13,62,0,9,Personal Auto,Personal L3,Offer2,Agent,398,Two-Door Car,Medsize,49.75,1.713913667
No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,73,14,1,4,1,Personal Auto,Personal L1,Offer1,Web,801,Four-Door Car,Large,11.25,3.30718915
Yes,Basic,College,Employed,M,37256,Rural,Married,62,15,7,0,2,Corporate Auto,Corporate L2,Offer1,Branch,129,Four-Door Car,Medsize,78.33333333,7.120003126
No,Extended,High School or Below,Employed,M,86689,Suburban,Single,85,3,72,0,1,Corporate Auto,Corporate L3,Offer2,Agent,408,Two-Door Car,Small,20,0.000273861
No,Basic,College,Employed,M,21277,Suburban,Divorced,66,1,42,0,9,Corporate Auto,Corporate L3,Offer2,Web,317,Four-Door Car,Medsize,40,0.000285044
No,Basic,Bachelor,Employed,F,54751,Suburban,Married,114,6,50,0,3,Personal Auto,Personal L3,Offer3,Agent,721,SUV,Medsize,69.58333333,2.319901832
No,Basic,College,Employed,M,27756,Suburban,Married,71,6,52,0,8,Corporate Auto,Corporate L3,Offer1,Agent,736,Two-Door Car,Small,50,0.000302766
No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,127,29,25,0,4,Personal Auto,Personal L3,Offer2,Call Center,1176,Sports Car,Large,71.25,3.307189149
Yes,Basic,College,Retired,F,21073,Suburban,Divorced,106,25,54,1,3,Personal Auto,Personal L3,Offer1,Agent,509,SUV,Small,62.91666667,4.69559487
No,Basic,High School or Below,Employed,M,24414,Suburban,Married,104,34,80,0,2,Personal Auto,Personal L1,Offer2,Call Center,499,SUV,Medsize,85.625,5.266343615
No,Basic,College,Unemployed,M,0,Suburban,Single,67,33,21,2,1,Personal Auto,Personal L3,Offer3,Agent,806,Four-Door Car,Large,10,0.000266927
No,Extended,Bachelor,Employed,M,69152,Rural,Single,89,8,83,4,1,Personal Auto,Personal L3,Offer3,Web,221,Four-Door Car,Large,24.58333333,12.12636018
Yes,Extended,College,Employed,F,41479,Rural,Married,94,14,38,1,1,Personal Auto,Personal L3,Offer2,Call Center,20,Two-Door Car,Large,30,0.000254132
No,Basic,College,Unemployed,M,0,Suburban,Single,65,19,33,0,3,Personal Auto,Personal L3,Offer2,Call Center,312,Four-Door Car,Medsize,33.75,4.841229191
No,Basic,High School or Below,Employed,F,51692,Suburban,Married,186,12,28,0,1,Special Auto,Special L3,Offer1,Agent,893,Luxury Car,Medsize,60,0.000239358
No,Basic,Bachelor,Employed,F,54684,Urban,Married,111,13,15,3,2,Corporate Auto,Corporate L3,Offer2,Agent,302,Sports Car,Medsize,87.08333333,4.69559487
No,Basic,College,Unemployed,F,0,Suburban,Single,61,30,35,0,3,Personal Auto,Personal L3,Offer3,Agent,293,Two-Door Car,Medsize,32.91666667,5.511981904
No,Extended,High School or Below,Unemployed,M,0,Suburban,Married,95,14,78,0,9,Personal Auto,Personal L3,Offer1,Agent,456,Four-Door Car,Small,58.75,3.307189151
Yes,Basic,College,Retired,F,21073,Suburban,Divorced,106,25,54,1,3,Personal Auto,Personal L2,Offer1,Agent,509,SUV,Small,62.5,4.330127029
No,Basic,High School or Below,Medical Leave,F,22193,Suburban,Married,74,13,74,0,2,Personal Auto,Personal L3,Offer2,Branch,416,Two-Door Car,Small,82.29166667,9.202109515
No,Basic,College,Employed,M,60500,Suburban,Married,110,27,92,0,2,Personal Auto,Personal L1,Offer3,Branch,770,Sports Car,Small,87.1875,4.582149474
Yes,Basic,High School or Below,Employed,F,43860,Rural,Single,65,15,58,0,1,Personal Auto,Personal L3,Offer2,Agent,156,Four-Door Car,Medsize,10,0.000281366
No,Basic,Doctor,Disabled,F,25703,Suburban,Married,62,4,64,0,1,Personal Auto,Personal L3,Offer1,Call Center,298,Four-Door Car,Small,10,0.000281366
No,Basic,College,Employed,F,99839,Suburban,Married,66,17,12,0,3,Personal Auto,Personal L2,Offer3,Agent,468,Four-Door Car,Small,41.25,3.307189151
Yes,Premium,High School or Below,Employed,F,46587,Suburban,Divorced,119,34,74,2,2,Personal Auto,Personal L3,Offer1,Call Center,571,Four-Door Car,Medsize,88.33333333,3.908679809
No,Basic,College,Employed,F,36413,Rural,Married,61,21,76,0,3,Personal Auto,Personal L3,Offer1,Branch,153,Four-Door Car,Medsize,40,0.000234965
No,Basic,College,Employed,M,24409,Suburban,Married,62,4,13,0,1,Corporate Auto,Corporate L2,Offer4,Agent,298,Four-Door Car,Small,10,0.000279508
Yes,Basic,College,Medical Leave,F,17576,Suburban,Married,71,29,70,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,399,Four-Door Car,Medsize,12.5,5.000000008
No,Extended,College,Employed,F,26906,Rural,Married,92,17,12,0,3,Personal Auto,Personal L3,Offer3,Branch,107,Two-Door Car,Medsize,63.75,9.92156742
No,Basic,Bachelor,Employed,M,61706,Rural,Married,110,6,71,0,7,Corporate Auto,Corporate L3,Offer3,Call Center,224,SUV,Small,70,0.000238048
No,Basic,College,Disabled,M,24368,Suburban,Divorced,68,34,54,1,3,Personal Auto,Personal L3,Offer1,Agent,326,Four-Door Car,Medsize,38.75,7.806247502
No,Basic,Master,Employed,M,25950,Urban,Married,66,27,1,0,2,Personal Auto,Personal L1,Offer4,Agent,272,Two-Door Car,Medsize,78.4375,13.51720547
No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,110,7,40,0,5,Corporate Auto,Corporate L2,Offer1,Branch,528,SUV,Small,68.54166667,4.119524996
No,Extended,College,Employed,F,73938,Rural,Married,76,34,48,0,1,Personal Auto,Personal L3,Offer4,Call Center,53,Two-Door Car,Medsize,20,0.000273861
Yes,Basic,Bachelor,Employed,M,75644,Suburban,Divorced,65,5,68,3,9,Personal Auto,Personal L2,Offer2,Branch,468,Two-Door Car,Medsize,38.22916667,4.610478336
Yes,Basic,College,Employed,M,37256,Rural,Married,62,15,7,0,2,Personal Auto,Personal L3,Offer1,Branch,129,Four-Door Car,Medsize,80.20833333,4.365068099
No,Basic,College,Retired,F,28321,Suburban,Single,111,34,32,0,1,Corporate Auto,Corporate L3,Offer3,Branch,537,SUV,Medsize,28.75,3.307189149
No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,72,1,77,0,2,Personal Auto,Personal L3,Offer2,Call Center,866,Two-Door Car,Large,72.5,13.91941091
No,Basic,High School or Below,Retired,F,21861,Suburban,Married,69,3,11,0,1,Personal Auto,Personal L3,Offer2,Agent,348,Four-Door Car,Medsize,11.5625,3.736956491
No,Extended,Bachelor,Employed,F,70342,Suburban,Single,96,3,99,1,1,Personal Auto,Personal L2,Offer3,Web,686,Four-Door Car,Small,26.875,4.960783718
No,Extended,High School or Below,Disabled,M,16711,Suburban,Married,91,29,50,1,1,Personal Auto,Personal L3,Offer1,Call Center,581,Four-Door Car,Medsize,20.41666667,2.319901831
No,Basic,High School or Below,Employed,M,43209,Suburban,Single,110,12,16,0,1,Personal Auto,Personal L3,Offer1,Web,528,Sports Car,Medsize,30,0.00025
No,Basic,College,Employed,F,88753,Suburban,Single,181,6,21,0,3,Personal Auto,Personal L2,Offer1,Agent,869,Luxury SUV,Small,81.25,3.307189151
Yes,Premium,Bachelor,Employed,F,69379,Suburban,Single,103,14,79,0,1,Personal Auto,Personal L2,Offer1,Branch,494,Two-Door Car,Medsize,30,0.000239357
No,Basic,Doctor,Employed,M,43091,Urban,Married,69,2,36,1,6,Corporate Auto,Corporate L3,Offer1,Branch,330,Four-Door Car,Medsize,42.91666667,4.69559487
No,Basic,College,Employed,F,21189,Suburban,Divorced,66,4,2,0,2,Personal Auto,Personal L3,Offer3,Agent,317,Two-Door Car,Medsize,74.58333333,15.58467018
No,Basic,Master,Employed,F,91475,Rural,Divorced,64,28,35,0,3,Personal Auto,Personal L1,Offer1,Agent,73,Four-Door Car,Medsize,40,0.000258199
No,Basic,College,Unemployed,F,0,Suburban,Single,65,24,93,0,9,Personal Auto,Personal L3,Offer1,Agent,312,Two-Door Car,Medsize,30.83333333,3.004626075
No,Basic,College,Unemployed,M,0,Suburban,Single,69,34,13,1,1,Personal Auto,Personal L3,Offer4,Call Center,625,Two-Door Car,Small,10,0.000266145
